MAIN_RIV,DIS_AV_CMS
70386275,5799.772
70386275,5597.825
70386275,5597.52
70386275,5401.242
70367865,7281.813
70367865,1779.466
70386275,5799.985
70367865,7281.978
70367865,1777.856
70367865,1866.334
70386275,5801.658
70367865,1778.365
70367865,1778.379
70367865,1778.099
70367865,1776.087
70367865,1865.773
70386275,5801.897
70386275,5614.701
70367865,1865.484
70419457,1080.979
70386275,5803.993
70386275,5802.271
70367865,1865.422
70386275,5804.575
70386275,5598.055
70386275,5805.565
70386275,5805.384
70386275,5598.195
70367865,7282.199
70367865,1782.692
70386275,5910.653
70386275,5806.861
70386275,5614.504
70367865,7302.231
70367865,1752.908
70367865,10060.349
70419457,1085.776
70386275,5910.163
70386275,5909.994
70386275,5807.185
70386275,5610.792
70386275,5610.269
70386275,5909.799
70386275,5909.128
70386275,5808.426
70386275,5807.989
70367865,1861.876
70419457,1087.373
70367865,1752.549
70367865,1861.25
70367865,1861.867
70386275,5906.739
70386275,5810.107
70386275,5809.871
70386275,5810.431
70367865,7303.481
70367865,10059.657
70386275,5906.564
70386275,5811.8
70367865,7303.667
70367865,1861.421
70367865,1710.622
70367865,1756.428
70367865,1861.597
70367865,1862.712
70386275,5905.417
70386275,5812.403
70419457,1088.902
70386275,5878.788
70386275,5875.273
70386275,5875.052
70386275,5874.644
70386275,5874.457
70386275,1098.688
70386275,5819.223
70386275,5812.634
70367865,1723.316
70367865,7303.889
70367865,10059.402
70367865,7306.319
70367865,10057.612
70386275,1097.138
70367865,7309.346
70367865,1722.734
70419457,1089.749
70386275,5816.688
70386275,5814.603
70367865,1725.522
70419457,1099.316
70367865,7309.48
70386275,1096.629
70386275,1096.025
70367865,1726.618
70367865,1863.286
70419457,1100.17
70367865,1734.411
70367865,10056.892
70367865,1026.025
70367865,1149.856
70367865,7309.627
70367865,1026.218
70367865,1150.134
70367865,1150.514
70367865,1590.311
70367865,1863.9
70367865,1026.938
70367865,1149.129
70419457,1100.842
70386275,1095.155
70367865,1027.183
70367865,1150.774
70367865,1905.74
70367865,1914.18
70367865,1914.426
70367865,10054.064
70367865,1914.705
70367865,1914.927
70367865,1595.216
70367865,1915.054
70367865,7309.487
70367865,7309.405
70367865,1027.435
70367865,1915.988
70367865,7309.257
70367865,1144.477
70367865,1596.77
70367865,1596.758
70419457,1102.187
70367865,1140.743
70367865,1152.762
70367865,1916.358
70367865,1596.675
70419457,1103.627
70367865,1028.298
70367865,1140.526
70367865,1152.918
70367865,10052.718
70367865,1153.081
70367865,1591.013
70367865,1917.034
70367865,7517.702
70367865,10051.426
70367865,7517.512
70367865,1589.403
70367865,1028.529
70367865,1140.399
70367865,1029.266
70367865,1130.301
70367865,1917.723
70367865,1589.769
70367865,1918.123
70367865,1918.71
70367865,10050.857
70386275,1094.052
70367865,1226.259
70367865,7516.795
70367865,1920.37
70367865,10046.067
70367865,7516.027
70419457,1106.601
70386275,1089.268
70367865,10042.762
70367865,10043.943
70367865,10041.125
70367865,1155.004
70367865,1921.723
70386275,1088.828
70367865,10041.358
70367865,10042.621
70367865,10040.499
70367865,9996.414
70367865,1923.904
70367865,1924.202
70367865,9995.32
70367865,7514.779
70367865,1153.651
70367865,1923.034
70367865,7516.684
70367865,1154.858
70386275,1088.203
70367865,7520.424
70367865,1154.095
70367865,1154.269
70367865,1154.658
70386275,1087.985
70419457,1108.405
70367865,7519.261
70419457,1120.358
70367865,8071.0
70367865,7517.345
70367865,8068.338
70367865,8065.146
70419457,1121.399
70419457,1121.874
70367865,8061.983
70367865,8062.521
70367865,8063.767
70419457,1122.421
70419457,1186.835
70419457,1187.306
70419457,1188.257
70419457,1188.686
70367865,7510.277
70367865,7510.598
70367865,8060.391
70367865,8059.032
70367865,8050.776
70367865,8050.296
70367865,8049.737
70367865,7508.9
70367865,8049.025
70367865,8047.167
70367865,8042.371
70367865,7511.159
70367865,7510.324
70367865,8041.97
70367865,8041.323
70367865,7509.196
70367865,8040.871
70367865,8031.248
70367865,7507.946
70367865,8030.932
70367865,8030.377
70367865,8029.057
70367865,8029.526
70367865,8028.882
70367865,7510.876
70367865,8008.645
70367865,7963.712
70367865,7509.705
70367865,7963.012
70367865,7508.764
70367865,7855.471
70367865,7853.019
70367865,7852.374
70367865,7852.685
70367865,7850.881
70367865,7505.49
70367865,7850.409
70367865,7505.347
70367865,7849.461
70367865,7846.475
70367865,7848.59
70367865,7845.268
70367865,7529.807
70367865,7843.302
70367865,7527.329
70367865,7842.737
70367865,7841.952
70367865,7841.836
70367865,7531.033
70367865,7840.98
70367865,7541.567
70367865,7537.628
70367865,7840.688
70367865,7839.79
70367865,7839.437
70367865,7839.117
70367865,7523.165
70367865,7520.298
70367865,7505.318
70367865,7750.867
70367865,7508.251
70367865,7493.781
70367865,7749.897
70367865,7483.339
70367865,7468.771
70367865,7969.816
70367865,7967.337
70367865,7963.134
70367865,7748.285
70367865,7741.954
70367865,7739.615
70367865,7999.073
70367865,7737.152
70367865,7999.384
70367865,7999.686
70367865,7733.866
70367865,7729.76
70367865,7999.273
70367865,7728.181
70367865,8004.834
70367865,8004.791
70367865,8187.842
70367865,8189.782
70367865,7723.565
70367865,7715.528
70367865,7699.627
70367865,7698.199
70367865,8195.053
70367865,8195.255
70367865,7696.398
70367865,8195.33
70367865,7438.599
70367865,8195.298
70367865,7437.186
70367865,8195.092
70367865,8199.705
70367865,8200.444
70367865,7435.037
70367865,7432.363
70367865,8199.876
70367865,7432.069
70367865,8205.463
70367865,8205.528
70367865,7430.096
70367865,7429.275
70367865,7243.012
70367865,7241.713
70367865,7153.912
70367865,8209.15
70367865,7141.579
70367865,8210.576
70367865,6875.094
70367865,6874.941
70367865,6870.984
70367865,8215.921
70367865,6845.279
70367865,6842.271
70367865,8216.332
70367865,8216.616
70814357,1035.826
70367865,6837.665
70367865,6829.898
70367865,6828.986
70367865,8219.589
70367865,6827.373
70367865,8220.395
70367865,6820.8
70367865,6819.98
70814357,1035.882
70367865,6801.986
70814357,1036.107
70367865,8228.587
70814357,1037.115
70367865,8228.716
70367865,6793.155
70367865,6784.99
70814357,1046.8
70367865,6778.717
70367865,6772.148
70814357,1047.985
70367865,8229.182
70367865,6744.895
70367865,6756.131
70367865,8255.74
70814357,1085.148
70367865,8259.953
70367865,6743.367
70367865,8260.055
70367865,6731.874
70367865,8260.306
70367865,6731.445
70814357,1085.177
70814357,1015.836
70367865,6731.22
70367865,6723.0
70814357,1018.193
70814357,1017.966
70367865,6712.966
70814357,1017.347
70367865,6712.192
70367865,6711.536
70367865,6704.436
70367865,6693.884
70367865,8260.76
70367865,6693.619
70367865,6693.045
70367865,6462.984
70367865,6449.487
70367865,6455.89
70367865,6446.202
70367865,6444.647
70367865,6449.247
70367865,6452.975
70367865,6458.657
70367865,6462.452
70367865,6466.527
70367865,6466.894
70367865,6473.26
70367865,6477.064
70367865,6491.12
70367865,6498.591
70367865,6498.911
70367865,6499.157
70367865,6505.01
70367865,6512.699
70367865,6513.11
70367865,6516.187
70367865,6521.595
70367865,6529.464
70367865,6532.973
70367865,6539.611
70367865,6539.902
70367865,6548.68
70367865,6549.087
70367865,6555.205
70367865,6555.361
70367865,6669.781
70367865,6478.179
70814357,1085.286
70814357,1089.619
70814357,1089.709
70367865,6475.498
70367865,8261.084
70367865,8261.548
70814357,1016.386
70367865,8275.066
70814357,1016.403
70814357,1016.207
70814357,1016.152
70367865,8275.742
70814357,1089.649
70367865,6485.028
70814357,1015.978
70367865,6487.582
70367865,8275.854
70367865,8304.399
70814357,1016.115
70814357,1093.325
70367865,6447.808
70814357,1016.755
70367865,8368.359
70814357,1118.167
70814357,1016.913
70367865,8425.243
70367865,8436.694
70814357,1016.963
70814357,1017.005
70814357,1017.036
70814357,1118.459
70814357,1118.819
70367865,8524.396
70814357,1119.128
70814357,1120.647
70367865,8545.763
70814357,1120.861
70814357,1017.687
70367865,8595.651
70814357,1122.189
70814357,1122.876
70367865,8637.407
70367865,6764.27
70814357,1017.795
70367865,7819.864
70367865,8665.914
70814357,1023.986
70814357,1123.773
70367865,8729.988
70367865,8748.367
70814357,1124.043
70814357,1124.578
70814357,1124.211
70814357,1024.038
70814357,1124.81
70814357,1026.525
70367865,8878.363
70814357,1026.754
70814357,1125.118
70367865,7845.498
70814357,1125.354
70367865,8914.246
70814357,1026.851
70814357,1028.207
70367865,8957.706
70367865,8967.283
70814357,1028.712
70814357,1127.534
70814357,1028.756
70367865,9010.115
70814357,1028.878
70814357,1028.978
70814357,1031.423
70367865,8716.061
70367865,9322.077
70367865,9053.293
70814357,1031.51
70814357,1132.546
70367865,9104.634
70367865,9111.874
70814357,1133.354
70367865,9400.406
70814357,1031.955
70814357,1032.069
70814357,1134.007
70814357,1134.896
70367865,9162.344
70367865,9689.433
70814357,1031.841
70367865,9794.815
70814357,1031.74
70367865,9172.191
70367865,9795.484
70367865,9796.455
70367865,9172.599
70814357,1030.727
70814357,1426.569
70367865,9172.894
70814357,1030.905
70367865,9796.346
70814357,1429.419
70814357,1030.409
70814357,1430.799
70367865,9779.762
70814357,1029.752
70814357,1025.882
70814357,1020.886
70814357,1018.785
70367865,9778.979
70814357,1010.563
70814357,1009.443
70814357,1433.666
70814357,1434.427
70367865,9174.398
70814357,1029.018
70814357,1034.966
70814357,1034.129
70814357,1042.09
70814357,1055.247
70367865,9778.605
70367865,9778.933
70814357,1436.02
70367865,9174.909
70814357,1042.018
70367865,9778.362
70367865,9177.688
70367865,9774.024
70814357,1055.682
70367865,9774.82
70814357,1041.385
70367865,9775.355
70814357,1073.041
70814357,1069.592
70814357,1074.16
70367865,9178.358
70367865,9775.137
70814357,1441.137
70367865,9775.956
70367865,9178.688
70367865,9774.136
70367865,9178.811
70814357,1443.45
70814357,1009.968
70367865,9776.98
70367865,9774.425
70367865,9775.688
70814357,1448.173
70814357,1486.012
70367865,9750.395
70367865,9182.253
70814357,1009.494
70367865,9751.038
70367865,9751.623
70367865,9752.291
70814357,1486.271
70367865,9752.08
70814357,1009.329
70814357,1486.583
70367865,9182.729
70367865,9750.5
70814357,1487.151
70367865,9752.033
70367865,9752.092
70814357,1008.619
70814357,1487.459
70814357,1487.787
70814357,1008.406
70367865,9751.856
70367865,9183.056
70367865,9751.268
70367865,9750.571
70367865,9704.869
70814357,1495.076
70814357,1502.559
70367865,9707.731
70367865,9714.846
70367865,9712.884
70814357,1506.152
70367865,9714.467
70367865,9714.738
70814357,1007.253
70814357,1007.402
70367865,9717.012
70814357,1009.223
70367865,9183.629
70367865,9183.684
70367865,9724.141
70814357,1009.201
70814357,1008.939
70814357,1506.537
70367865,9183.857
70367865,9727.195
70814357,1009.123
70367865,9721.861
70814357,1071.892
70814357,1072.727
70814357,1011.565
70814357,1011.741
70814357,1506.825
70367865,9724.012
70367865,9719.388
70367865,9184.222
70814357,1508.626
70367865,9186.941
70367865,9715.928
70367865,9700.696
70367865,9199.593
70367865,9695.191
70367865,9695.717
70814357,1509.534
70367865,9199.692
70367865,9694.54
70367865,9693.368
70814357,1509.731
70367865,9217.312
70814357,1510.198
70367865,9217.938
70367865,9690.396
70814357,1511.495
70367865,9683.538
70367865,9689.437
70367865,9218.534
70367865,9681.428
70814357,1512.682
70367865,9260.518
70814357,1084.953
70814357,1517.357
70367865,9681.084
70367865,9678.496
70367865,9261.328
70367865,9671.616
70814357,1085.182
70367865,9667.903
70367865,9262.285
70367865,9664.841
70814357,1517.73
70367865,9262.612
70367865,9666.362
70814357,1085.328
70367865,9656.223
70367865,9262.929
70367865,9649.403
70814357,1518.078
70367865,9652.063
70814357,1088.024
70367865,9649.666
70814357,1519.179
70367865,9273.125
70814357,1519.98
70367865,9651.331
70814357,1088.322
70367865,9640.298
70367865,9646.771
70367865,9273.401
70367865,9640.787
70367865,9642.584
70367865,9643.765
70367865,9644.758
70367865,9645.385
70814357,1520.291
70814357,1520.909
70367865,9641.819
70814357,1521.313
70367865,9639.079
70367865,9637.213
70814357,1088.555
70367865,9639.262
70814357,1563.278
70367865,9638.656
70367865,9639.847
70814357,1563.577
70367865,9640.304
70814357,1088.751
70367865,9274.716
70367865,9636.86
70367865,9638.744
70367865,9637.501
70367865,9640.51
70814357,1088.885
70814357,1569.701
70367865,9638.074
70814357,1089.058
70367865,9640.94
70367865,9638.354
70367865,9619.504
70367865,9616.04
70814357,1089.29
70814357,1571.626
70367865,9619.711
70367865,9618.749
70814357,1578.406
70367865,9619.823
70814357,1090.662
70367865,9611.286
70367865,9616.661
70814357,1090.762
70367865,9277.053
70367865,9608.18
70814357,1090.868
70367865,9278.661
70367865,9612.095
70814357,1579.004
70367865,9615.071
70367865,9293.65
70367865,9618.732
70814357,1090.984
70367865,9293.87
70814357,1090.912
70814357,1091.01
70367865,9614.11
70814357,1090.711
70367865,9615.199
70367865,9615.354
70367865,9617.683
70367865,9294.048
70367865,9619.255
70814357,1578.024
70367865,9590.106
70367865,9620.688
70367865,9590.732
70367865,9589.333
70367865,9589.308
70814357,1090.215
70367865,9295.92
70814357,1578.992
70814357,1581.021
70367865,9296.027
70367865,9589.526
70367865,9592.708
70367865,9582.315
70814357,1090.601
70367865,9583.815
70367865,9298.994
70367865,9494.979
70367865,9586.447
70814357,1090.471
70367865,9495.138
70367865,9495.26
70367865,9497.095
70367865,9593.009
70367865,9589.462
70814357,1090.181
70814357,1578.959
70814357,1580.072
70367865,9589.095
70367865,9593.067
70814357,1090.073
70814357,1579.292
70367865,9500.176
70367865,9585.513
70367865,9499.938
70367865,9499.535
70814357,1151.003
70367865,9500.611
70367865,9503.682
70367865,9586.06
70367865,9502.667
70367865,9514.729
70367865,9570.955
70367865,9571.484
70814357,1578.234
70814357,1578.487
70367865,9572.331
70367865,9571.573
70367865,9512.814
70367865,9570.258
70367865,9511.687
70367865,9514.699
70814357,1150.409
70367865,9569.41
70814357,1156.728
70367865,9569.727
70367865,9513.999
70367865,9562.521
70814357,1634.155
70367865,9561.407
70367865,9511.479
70367865,9561.601
70367865,9560.973
70367865,9560.462
70814357,1633.689
70814357,1157.509
70814357,1157.386
70814357,1632.753
70814357,1156.68
70814357,1630.445
70814357,1156.712
70814357,1630.163
70814357,1157.933
70814357,1630.449
70814357,1157.706
70814357,1630.581
70814357,1629.612
70814357,1157.773
70814357,1158.502
70814357,1871.507
70814357,1630.834
70814357,1160.136
70814357,1160.438
70814357,1871.72
70814357,1161.784
70814357,1872.04
70814357,1871.968
70814357,1872.21
70814357,1872.215
70814357,1872.239
70814357,1872.168
70814357,1873.025
70814357,1873.794
70814357,1874.097
70814357,1873.644
70814357,1178.542
70814357,1179.089
70814357,1874.696
70814357,1179.319
70814357,1179.499
70814357,1179.639
70814357,1875.528
70814357,1182.259
70814357,1182.561
70814357,1877.563
70814357,1878.079
70814357,1182.97
70814357,1183.122
70814357,1878.505
70814357,1186.913
70814357,1878.814
70814357,2162.844
70814357,2164.431
70814357,1187.569
70814357,2174.404
70814357,1187.766
70814357,2178.19
70814357,1187.913
70814357,1193.649
70814357,1521.734
70814357,1522.164
70814357,1519.024
70814357,2178.33
70814357,1516.38
70814357,1512.472
70814357,2180.196
70814357,1511.596
70814357,2195.335
70814357,1507.652
70814357,1506.779
70814357,2196.776
70814357,2200.523
70814357,1501.727
70814357,1500.419
70814357,1494.849
70814357,1494.036
70814357,1493.196
70814357,2202.244
70814357,2301.25
70814357,1109.532
70814357,1489.01
70814357,1488.601
70814357,2301.537
70814357,1108.812
70814357,1483.262
70814357,1483.016
70814357,2302.18
70814357,1115.249
70814357,1113.295
70814357,1112.762
70814357,1114.789
70814357,2303.762
70814357,1134.368
70814357,2305.169
70814357,1112.528
70814357,2306.962
70814357,1135.237
70814357,1135.069
70814357,1135.693
70814357,2307.902
70814357,2308.198
70814357,1474.069
70814357,1136.788
70814357,2309.293
70814357,2312.198
70814357,2312.563
70814357,1146.085
70814357,1468.988
70814357,1466.678
70814357,1460.729
70814357,2313.68
70814357,1147.675
70814357,1148.119
70814357,1513.835
70814357,1148.966
70814357,2315.81
70814357,1513.98
70814357,2317.001
70814357,1514.233
70814357,1149.955
70814357,2318.543
70814357,1514.427
70814357,1153.015
70814357,2320.025
70814357,2321.269
70814357,1155.147
70814357,2322.168
70580124,1001.435
70814357,2324.683
70814357,1156.307
70580124,1010.571
70580124,1010.077
70580124,1011.94
70814357,1514.753
70814357,1158.633
70580124,1013.258
70580124,1013.948
70814357,1515.385
70814357,2562.12
70814357,1160.382
70814357,1529.69
70814357,1529.994
70814357,1530.269
70814357,1163.773
70814357,1531.43
70814357,2563.787
70814357,2574.491
70580124,1014.877
70814357,2575.028
70814357,1170.055
70580124,1032.279
70814357,1531.823
70814357,2576.632
70814357,1177.773
70580124,1033.276
70580124,1033.72
70814357,1178.706
70580124,1041.654
70580124,1041.825
70814357,1528.089
70814357,1180.212
70814357,1181.423
70580124,1042.201
70814357,1525.361
70814357,2579.327
70814357,1188.227
70814357,1532.909
70580124,1066.424
70580124,1067.205
70814357,1189.216
70580124,1069.263
70814357,1530.247
70580124,1069.422
70580124,1088.836
70814357,1529.551
70580124,1089.134
70814357,1191.476
70580124,1089.864
70814357,2581.151
70814357,1195.642
70580124,1100.761
70814357,1207.422
70580124,1101.173
70580124,1101.856
70814357,2592.204
70814357,1524.539
70814357,1553.503
70814357,1208.433
70580124,1106.293
70814357,1551.087
70580124,1107.748
70814357,1209.252
70814357,1552.503
70814357,2595.08
70580124,1108.202
70814357,2605.813
70580124,1108.357
70580124,1108.518
70814357,1552.722
70814357,1213.103
70580124,1109.399
70814357,1555.253
70814357,1556.21
70814357,2607.713
70814357,1213.6
70580124,1110.682
70814357,1556.947
70814357,2609.502
70814357,1217.206
70814357,1217.027
70814357,1214.133
70814357,1557.195
70814357,1561.644
70814357,1562.168
70814357,1599.081
70814357,1563.676
70814357,1217.778
70814357,1562.355
70580124,1131.718
70814357,1599.281
70814357,2611.097
70580124,1138.715
70814357,1562.684
70814357,1563.057
70814357,1563.303
70814357,1217.999
70814357,1599.773
70814357,1218.155
70814357,2642.84
70580124,1139.824
70580124,1140.115
70814357,1600.098
70814357,1224.021
70814357,2652.468
70814357,1224.271
70580124,1140.691
70580124,1141.222
70814357,1233.79
70814357,1600.747
70814357,1234.033
70814357,1601.009
70580124,1147.07
70814357,1234.305
70580124,1147.778
70580124,1147.974
70814357,1601.204
70814357,1237.864
70814357,1603.043
70814357,2658.801
70814357,1602.545
70814357,1602.253
70814357,1601.684
70580124,1148.73
70814357,2659.967
70814357,1238.84
70580124,1149.048
70814357,1239.604
70814357,2662.837
70814357,1603.501
70580124,1150.927
70814357,1603.956
70814357,1240.046
70814357,2664.524
70580124,1153.107
70814357,1240.246
70580124,1162.647
70814357,1604.421
70814357,1604.598
70580124,1169.964
70814357,1248.894
70814357,1249.09
70814357,2667.669
70580124,1170.533
70814357,1604.769
70814357,1605.082
70814357,1249.623
70814357,2673.844
70580124,1170.837
70814357,1607.973
70814357,1249.845
70814357,1249.885
70814357,1608.486
70814357,2678.204
70814357,1609.527
70814357,1611.289
70814357,2679.733
70814357,1614.372
70814357,1618.003
70814357,2736.873
70814357,1250.129
70814357,2737.361
70814357,1618.847
70814357,1290.574
70814357,1250.392
70814357,2738.103
70814357,1619.29
70814357,1535.523
70814357,1270.96
70814357,1620.214
70814357,2738.342
70814357,1282.363
70814357,1271.645
70814357,1270.915
70814357,2186.444
70814357,2033.619
70814357,1620.485
70814357,2026.596
70814357,2738.823
70814357,1271.71
70814357,2738.967
70814357,2745.563
70814357,1536.335
70814357,1272.719
70814357,1271.965
70814357,2187.167
70814357,1622.657
70814357,2187.847
70814357,2188.648
70814357,2188.982
70814357,2189.94
70814357,2026.365
70814357,1622.793
70814357,1622.982
70814357,2244.741
70814357,2745.908
70814357,1623.231
70814357,1536.855
70814357,2746.879
70814357,1622.33
70814357,1623.868
70814357,2025.894
70814357,1625.175
70814357,2024.664
70814357,2025.347
70814357,2748.007
70814357,2024.793
70814357,2246.639
70814357,2025.118
70814357,1625.364
70814357,2248.753
70814357,2263.855
70814357,1671.435
70814357,1987.112
70814357,1987.485
70814357,2009.672
70814357,2264.287
70814357,1671.72
70814357,2022.102
70814357,2017.386
70814357,1992.838
70814357,2009.239
70814357,1672.029
70814357,1672.205
70814357,1986.729
70814357,1625.835
70814357,1993.053
70814357,1672.778
70814357,1986.22
70814357,1998.754
70814357,1658.628
70814357,1985.776
70814357,1999.69
70814357,1673.609
70814357,2266.155
70814357,1985.599
70814357,2001.198
70814357,2001.348
70814357,2749.921
70814357,1658.795
70814357,2008.619
70814357,2001.88
70814357,2007.432
70814357,2000.302
70814357,2000.43
70814357,2750.027
70814357,2000.972
70814357,2267.49
70814357,1977.849
70814357,1984.251
70814357,3099.245
70814357,2267.874
70814357,1674.245
70814357,1674.352
70814357,1977.428
70814357,3093.745
70814357,3089.031
70814357,3110.791
70814357,1660.457
70814357,3114.606
70814357,3137.161
70814357,3005.434
70814357,3138.836
70814357,3006.782
70814357,3138.211
70814357,3259.407
70814357,1661.718
70814357,2269.865
70814357,3261.381
70814357,3118.497
70814357,3127.75
70814357,1662.203
70814357,3257.203
70814357,2270.807
70814357,3254.861
70814357,2750.578
70814357,2946.386
70814357,3255.008
70814357,2945.268
70814357,2752.214
70814357,3264.329
70814357,2944.968
70814357,2271.962
70814357,2272.723
70814357,2752.374
70814357,2944.603
70814357,1683.145
70814357,2752.657
70814357,2273.007
70814357,1682.819
70814357,1682.552
70814357,1668.388
70814357,2752.813
70814357,3260.869
70814357,1684.13
70814357,2273.303
70814357,2338.385
70814357,2944.102
70814357,2336.854
70814357,2337.048
70814357,2341.705
70814357,1688.799
70814357,2342.669
70814357,1669.029
70814357,3612.93
70814357,2934.37
70814357,1682.224
70814357,3609.595
70814357,1681.881
70814357,1669.342
70814357,3602.133
70814357,1673.301
70814357,3259.382
70814357,1690.741
70814357,1691.485
70814357,2778.957
70814357,3259.722
70814357,3259.208
70814357,3258.662
70814357,2753.241
70814357,2782.975
70814357,2928.34
70814357,1673.751
70814357,2779.54
70814357,3260.24
70814357,1692.467
70814357,1681.686
70814357,1680.615
70814357,1680.953
70814357,2346.944
70814357,1693.897
70814357,2905.031
70814357,1681.215
70814357,2780.165
70814357,2949.262
70814357,3259.741
70814357,3591.221
70814357,2352.897
70814357,1695.606
70814357,2353.427
70814357,2955.831
70814357,3261.756
70814357,2898.151
70814357,2944.007
70814357,1696.537
70814357,2965.553
70814357,2959.519
70814357,2353.854
70814357,2968.785
70814357,2886.976
70814357,2363.376
70814357,3588.623
70814357,2933.591
70814357,3593.997
70814357,3261.081
70814357,2879.981
70814357,2215.683
70814357,2364.561
70814357,2874.259
70814357,2859.17
70814357,2969.869
70814357,3259.153
70814357,3260.703
70814357,3258.027
70814357,2800.341
70814357,6517.832
70814357,3258.028
70814357,3258.464
70814357,2857.509
70814357,2840.918
70814357,2834.991
70814357,2809.196
70814357,2366.431
70814357,2790.524
70814357,2784.471
70814357,2973.056
70814357,3257.618
70814357,2502.256
70814357,2975.61
70814357,2780.975
70814357,3258.021
70814357,3515.824
70814357,2502.545
70814357,3515.597
70814357,2219.291
70814357,3515.705
70814357,3258.235
70814357,2512.239
70814357,2237.346
70814357,2975.811
70814357,6504.885
70814357,3511.274
70814357,3260.322
70814357,3510.842
70814357,2496.178
70814357,6503.76
70814357,2778.516
70814357,2710.351
70814357,2957.042
70814357,3516.115
70814357,2832.704
70814357,2833.311
70814357,2771.117
70814357,2833.616
70814357,2835.165
70814357,2958.619
70814357,2831.926
70814357,2957.293
70814357,2957.808
70814357,2957.905
70814357,6500.646
70814357,2367.328
70814357,2947.115
70814357,3516.298
70814357,2239.033
70814357,3510.655
